CAMPUS,C20AD15R,C20AD16R,C20ADC15R,C20ADC16R,C20ADE15R,C20ADE16R,C20ADM15R,C20ADM16R,C20ADS15R,C20ADS16R,C29AD15R,C29AD16R,C29ADC15R,C29ADC16R,C29ADE15R,C29ADE16R,C29ADM15R,C29ADM16R,C29ADS15R,C29ADS16R,C30AD15R,C30AD16R,C30ADC15R,C30ADC16R,C30ADE15R,C30ADE16R,C30ADM15R,C30ADM16R,C30ADS15R,C30ADS16R,C39AD15R,C39AD16R,C39ADC15R,C39ADC16R,C39ADE15R,C39ADE16R,C39ADM15R,C39ADM16R,C39ADS15R,C39ADS16R,C40AD15R,C40AD16R,C40ADC15R,C40ADC16R,C40ADE15R,C40ADE16R,C40ADM15R,C40ADM16R,C40ADS15R,C40ADS16R,C49AD15R,C49AD16R,C49ADC15R,C49ADC16R,C49ADE15R,C49ADE16R,C49ADM15R,C49ADM16R,C49ADS15R,C49ADS16R,CA0AD15R,CA0AD16R,CA0ADC15R,CA0ADC16R,CA0ADE15R,CA0ADE16R,CA0ADM15R,CA0ADM16R,CA0ADS15R,CA0ADS16R,CA9AD15R,CA9AD16R,CA9ADC15R,CA9ADC16R,CA9ADE15R,CA9ADE16R,CA9ADM15R,CA9ADM16R,CA9ADS15R,CA9ADS16R,CB0AD15R,CB0AD16R,CB0ADC15R,CB0ADC16R,CB0ADE15R,CB0ADE16R,CB0ADM15R,CB0ADM16R,CB0ADS15R,CB0ADS16R,CB9AD15R,CB9AD16R,CB9ADC15R,CB9ADC16R,CB9ADE15R,CB9ADE16R,CB9ADM15R,CB9ADM16R,CB9ADS15R,CB9ADS16R,CE0AD15R,CE0AD16R,CE0ADC15R,CE0ADC16R,CE0ADE15R,CE0ADE16R,CE0ADM15R,CE0ADM16R,CE0ADS15R,CE0ADS16R,CE9AD15R,CE9AD16R,CE9ADC15R,CE9ADC16R,CE9ADE15R,CE9ADE16R,CE9ADM15R,CE9ADM16R,CE9ADS15R,CE9ADS16R,CF0AD15R,CF0AD16R,CF0ADC15R,CF0ADC16R,CF0ADE15R,CF0ADE16R,CF0ADM15R,CF0ADM16R,CF0ADS15R,CF0ADS16R,CF9AD15R,CF9AD16R,CF9ADC15R,CF9ADC16R,CF9ADE15R,CF9ADE16R,CF9ADM15R,CF9ADM16R,CF9ADS15R,CF9ADS16R,CH0AD15R,CH0AD16R,CH0ADC15R,CH0ADC16R,CH0ADE15R,CH0ADE16R,CH0ADM15R,CH0ADM16R,CH0ADS15R,CH0ADS16R,CH9AD15R,CH9AD16R,CH9ADC15R,CH9ADC16R,CH9ADE15R,CH9ADE16R,CH9ADM15R,CH9ADM16R,CH9ADS15R,CH9ADS16R,CI0AD15R,CI0AD16R,CI0ADC15R,CI0ADC16R,CI0ADE15R,CI0ADE16R,CI0ADM15R,CI0ADM16R,CI0ADS15R,CI0ADS16R,CI9AD15R,CI9AD16R,CI9ADC15R,CI9ADC16R,CI9ADE15R,CI9ADE16R,CI9ADM15R,CI9ADM16R,CI9ADS15R,CI9ADS16R,CL0AD15R,CL0AD16R,CL0ADC15R,CL0ADC16R,CL0ADE15R,CL0ADE16R,CL0ADM15R,CL0ADM16R,CL0ADS15R,CL0ADS16R,CL9AD15R,CL9AD16R,CL9ADC15R,CL9ADC16R,CL9ADE15R,CL9ADE16R,CL9ADM15R,CL9ADM16R,CL9ADS15R,CL9ADS16R,CM0AD15R,CM0AD16R,CM0ADC15R,CM0ADC16R,CM0ADE15R,CM0ADE16R,CM0ADM15R,CM0ADM16R,CM0ADS15R,CM0ADS16R,CM9AD15R,CM9AD16R,CM9ADC15R,CM9ADC16R,CM9ADE15R,CM9ADE16R,CM9ADM15R,CM9ADM16R,CM9ADS15R,CM9ADS16R,CR0AD15R,CR0AD16R,CR0ADC15R,CR0ADC16R,CR0ADE15R,CR0ADE16R,CR0ADM15R,CR0ADM16R,CR0ADS15R,CR0ADS16R,CR9AD15R,CR9AD16R,CR9ADC15R,CR9ADC16R,CR9ADE15R,CR9ADE16R,CR9ADM15R,CR9ADM16R,CR9ADS15R,CR9ADS16R,CS0AD15R,CS0AD16R,CS0ADC15R,CS0ADC16R,CS0ADE15R,CS0ADE16R,CS0ADM15R,CS0ADM16R,CS0ADS15R,CS0ADS16R,CS9AD15R,CS9AD16R,CS9ADC15R,CS9ADC16R,CS9ADE15R,CS9ADE16R,CS9ADM15R,CS9ADM16R,CS9ADS15R,CS9ADS16R,CW0AD15R,CW0AD16R,CW0ADC15R,CW0ADC16R,CW0ADE15R,CW0ADE16R,CW0ADM15R,CW0ADM16R,CW0ADS15R,CW0ADS16R,CW9AD15R,CW9AD16R,CW9ADC15R,CW9ADC16R,CW9ADE15R,CW9ADE16R,CW9ADM15R,CW9ADM16R,CW9ADS15R,CW9ADS16R
"227901186",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901187",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901188",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901189",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901190",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901192",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901193",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901194",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901249",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901250",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227901251",-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,.,-1,.,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0
"227904001",57.4,69.2,20.6,30.3,33.3,46.2,40.5,57.9,27.9,48.7,43.3,50.7,9.5,16.7,20,25,20.7,33.8,25.3,40.3,84.9,87,50.8,57.1,58.2,61.4,74.6,73.8,66.2,62.8,65.8,76.8,27.6,29.8,25.3,31.3,35.4,38.4,51.6,63.8,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.2,56.7,24,25.8,31,34.6,40.5,40.3,29.2,35.1,38.8,45.6,11.1,12.3,15.7,17.6,19.2,19.6,23.8,33.9,45,49.4,18.8,18.9,25.8,30.9,32.6,36.2,21.7,28.9,30.8,37.8,8.3,8.9,13.2,16.3,15.2,17.6,17.3,27,40.9,45.7,19.4,17.4,22.2,25.9,29,31.3,19.7,26.5,29.1,33.7,8.4,7.7,10.6,11.9,13.2,14.2,15.8,23.5,58.1,61.6,28.6,28.4,37.1,40.5,41.5,43.1,31.3,38.6,42.6,49.8,12.9,13.6,18.8,20.8,19.8,21.1,25.9,37.9,45.2,49.5,20.2,19,23.3,25.5,31.5,30.6,21,28,33.2,38.7,8.8,8.6,11.5,13.1,14.7,14.5,18.4,26.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,16.7,-1,0,20,16.7,-1,0,-1,0,20,27.7,0,8.8,0,3.4,18,20,1.8,3.4,15.1,16.2,0,3.5,0,1.4,6.7,8.6,4.4,3.5,48.9,52.1,20,23.3,25.7,29,39.5,37.5,27.3,31.8,35.4,41.6,9.4,11.1,12.9,14.5,18.5,18.2,21.9,30.1,32.3,30.8,10.5,9.1,9.6,12.4,19.1,11.9,9.1,13.3,23,20.9,4.8,4.2,5.4,6.2,9.4,5.6,8.2,11.3,14,8.5,6.3,1.4,3.6,4.3,9.1,1.6,2.2,4.2,9.3,5.4,2.4,0.6,2.1,2.7,3.5,0.6,2.1,2.6,64.6,64.2,27.3,30.3,40.4,42.9,52.3,46.3,40.1,42,47.4,53.8,12.5,14.8,21.9,21.1,25.3,21.9,30.9,41.9
"227904003",52.2,55.6,29.4,18.8,36.4,35.3,52.4,52.9,30,33.3,32.6,41.5,12.5,7.7,17.8,15.4,25,22.5,20.9,31.7,82.1,78.6,55,52.6,55.4,56.3,70.9,74.2,55.8,48.2,58.5,67.4,29.9,25.1,31.3,29.1,40.5,36.7,41.7,52.1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.6,54.6,22.4,18.2,32.6,33.3,42.2,44.8,27.3,22.3,30.9,39.9,10,7.6,16,16.3,20.1,20.6,17.7,23.5,36.7,43.2,6.3,4.1,23.4,23.2,28.1,34.2,15.4,9.1,20.8,29.8,2.7,1.7,11.6,12,13.5,16.6,9.8,12.2,47.2,52.2,17,17.2,29.2,30.9,39.6,40.7,22.4,19.1,28.3,37.6,7.1,6.4,13.6,14.1,17.9,17,14.4,21.7,56,59.2,23.1,20.8,35.5,39.4,46.4,42.6,29.8,25.4,34.6,44.7,10,8.8,17,20,21.7,20.2,20.6,27.6,44.8,50.6,15.6,12.7,25.7,27.3,35,38.9,20.7,19.1,26.9,35,6.6,5,11.9,12.6,15.5,16.9,13.2,19.4,50,-1,0,-1,16.7,-1,40,-1,16.7,-1,37.5,33.3,0,0,12.5,16.7,28.6,33.3,12.5,0,31.9,29.1,10.2,3.8,5.4,4.8,25.7,20,6.1,3.9,17.4,17.3,3.2,1.3,2,1.9,9.6,7.4,4.9,5.9,46.1,50.5,21.8,15.9,30.3,27.5,38.5,47,25.3,19.4,27.7,35.6,10.1,6.6,15.2,12.9,18.7,21,15.2,19.9,33.4,34.8,9.7,5,13.9,13.8,26.5,25.5,12.4,6.2,20.5,27.9,4.3,1.8,6.8,6.1,12.7,10.3,8,14.7,1.8,5.6,1.6,0,1.1,2.1,2.6,1.6,1.1,2.2,2.3,4,0.6,0,0.5,1,1.1,0.6,1,1.5,66.7,67,35.9,18.5,54.4,54.5,62.4,54.2,50,35.9,42,53,17.9,9.3,29.3,30.1,32.5,27,31.7,33.8
"227904004",41.9,50,9.5,19,16.1,29.3,33.3,31.8,23.3,34.1,35.1,38.4,2.4,7.4,6.5,12.1,11,12.7,26.4,30.8,77.8,84.4,25,31.4,40,49.3,75,79.7,53.3,61.6,52,71.3,11.2,14.2,17.8,21.8,31,35.3,36.1,61.4,37.5,28.6,0,0,14.3,20,28.6,-1,25,16.7,28.6,46.2,0,0,7.7,9.1,15.4,22.2,21.4,41.7,53.4,59.9,9.9,14.3,23.2,21.9,44.7,52.4,31.1,33.7,35.5,46.1,4.5,6.3,11,10.3,20.5,23.3,21.3,32.3,48.8,52.3,5.6,12.7,21.4,15.1,35.9,46.2,30.7,25.3,29.8,36.2,2.7,5.6,10.8,7.5,17.4,22,19.6,22.3,36.6,47.9,6.5,8.4,13.2,12.3,30.3,42.5,18.7,20.1,25.5,33.7,2.6,3.5,5.8,5.1,13,17.7,12.5,18.2,58.2,63.8,7.6,17.1,29,29.1,48.5,54.7,32.7,37.1,38.5,50.8,3.4,7.2,14.1,13.6,22.3,24.2,23.1,37,45,54.5,6.6,8.4,16.7,14.3,37.2,46.8,22.7,25.5,30.5,39.9,3,3.6,7.7,6.5,16.7,20.1,14.8,23.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,85.7,16.7,0,0,14.3,33.3,33.3,-1,71.4,18.4,25.8,1.7,1.8,0,0,15.2,19.7,1.4,6.5,16.6,20.8,0.6,0.5,0,0.5,5.9,6.1,1.1,4.8,49.2,56.3,11.8,12,18,15.4,41.3,50.2,29.7,30.6,32.9,41.8,5.4,5.6,8.3,7.2,18.9,22.3,19.7,28,28.3,35.5,3,2.2,4.9,4.3,20.1,28.5,9.9,12.3,19.4,23.6,1.4,1,2.7,2.3,9.8,13.5,6.2,8.6,8.8,5.1,0,0,1,0,6.2,1.3,0.9,0,5.7,4,0,0,0.4,0,2.4,0.5,0.9,1.3,63.3,67.2,14.2,18.6,30.1,29.2,55.1,59.8,38.5,43.2,42.1,55,6.5,8.5,14.6,14,26,26.8,27.1,43.1
"227904008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227904041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227904042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
